,Unnamed: 0,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2584,2584,176.0,37.8,,42.34215948094465,-71.15158133046559,1.0,1.2,1.3,1.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,0,13,43,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2585,2585,35.2,37.8,,42.365947,-71.063473,2.0,1.0,0.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,13,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2586,2586,35.2,37.8,,42.3511858,-71.06401699999999,4.0,2.0,2.0,2.0,32.0,1125,31.0,13.1,1125.0,1125.0,39.4,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2587,2587,35.2,37.8,,42.365947,-71.063473,4.0,2.0,2.0,2.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2588,2588,176.0,37.8,,42.34732,-71.1,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2589,2589,176.0,37.8,,42.34705,-71.1,1.0,1.2,1.3,1.5,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2590,2590,13.0,33.0,,42.27776,-71.11733,6.0,1.2,3.0,1.5,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,60,90,10.0,0.0,0.0,4.5,4.7,4.6,4.7,4.4,4.2
2591,2591,8.0,10.0,,42.33319799852546,-71.0478741472269,3.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,5.0,1.0,0.0,4.8,4.8,4.6,4.9,4.6,4.7
2592,2592,13.0,53.0,,42.3607929,-71.1262631,2.0,1.0,0.0,1.0,75.0,270,75.0,75.0,270.0,270.0,75.0,270.0,,0,0,0,4.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75
2593,2593,2.0,2.0,,42.33233759287259,-71.04820364738178,2.8,2.0,2.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,18,48,75,68.0,42.0,0.3,4.94,4.99,5.0,5.0,4.91,4.78
2594,2594,1.0,1.0,,42.37856,-71.05927,2.0,1.2,1.0,1.5,2.0,7,2.0,2.0,7.0,7.0,2.0,7.0,,2,2,2,13.0,13.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
2595,2595,2.0,2.0,,42.389828263890514,-71.00259027290345,2.0,1.0,1.0,1.0,1.0,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,,19,48,78,96.0,7.4,1.0,4.69,4.79,4.92,4.93,4.74,4.54
2596,2596,1.0,1.0,,42.34233258756264,-71.06790635025413,2.0,1.2,1.0,1.5,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,12.0,0.0,0.0,4.83,4.92,5.0,4.92,4.92,4.58
2597,2597,1.0,1.0,,42.31201,-71.06022,2.0,1.0,1.0,1.0,1.0,4,1.0,1.0,4.0,4.0,1.0,4.0,,12,42,72,70.0,42.0,0.0,4.94,4.96,4.96,4.97,4.87,4.84
2598,2598,176.0,37.8,,42.32591,-71.10351,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,16,46,76,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2599,2599,73.0,135.0,,42.332170553618795,-71.03590369309421,2.0,1.2,1.0,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,5.0,2.0,0.0,4.6,4.8,4.8,4.8,4.8,4.6
2600,2600,73.0,135.0,,42.33356815198421,-71.03459422733098,2.0,1.2,1.0,1.5,29.0,1125,29.0,29.0,29.0,1125.0,29.0,769.0,,30,60,90,2.0,1.0,0.0,4.8,4.8,4.9,5.0,5.0,4.0
2601,2601,35.2,37.8,,42.365947,-71.063473,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2602,2602,3.0,3.0,,42.28358,-71.07115,4.0,2.0,2.0,2.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,27,57,87,10.0,0.0,0.0,4.9,5.0,4.8,4.9,4.6,4.6
2603,2603,176.0,37.8,,42.35782702776623,-71.13374656380914,1.0,1.2,1.3,1.5,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2604,2604,176.0,37.8,,42.356219616066504,-71.1303264797348,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2605,2605,176.0,37.8,,42.35892044142159,-71.1312389941889,1.0,1.2,1.3,1.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2606,2606,176.0,37.8,,42.35973,-71.13257,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2607,2607,14.0,14.0,,42.36003795522229,-71.12327506728496,2.8,1.2,1.3,1.5,1.0,1125,1.0,3.0,1125.0,1125.0,2.3,1125.0,,26,56,86,45.0,25.0,0.3,4.87,4.91,5.0,4.98,4.76,4.73
2608,2608,7.0,7.0,,42.295945,-71.080569,6.0,1.2,3.0,1.5,1.0,28,1.0,2.0,1125.0,1125.0,1.5,1125.0,,13,40,59,23.0,7.4,0.3,4.96,4.97,4.98,4.98,4.43,4.87
2609,2609,7.0,7.0,,42.2958734,-71.08054650000001,6.0,1.2,3.0,1.5,1.0,28,1.0,2.0,28.0,28.0,1.5,28.0,,19,49,79,133.0,7.4,0.3,4.95,4.94,4.97,4.99,4.47,4.89
2610,2610,6.0,7.0,,42.30299082226006,-71.06826924723615,5.0,1.0,3.0,3.0,30.0,200,30.0,30.0,200.0,200.0,30.0,200.0,,12,18,18,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2611,2611,35.2,37.8,,42.365947,-71.063473,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2612,2612,35.2,37.8,,42.3511858,-71.06401699999999,4.0,2.0,2.0,2.0,32.0,1125,31.0,13.1,1125.0,1125.0,45.9,1125.0,,15,15,20,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2613,2613,1.0,1.0,,42.32430523674081,-71.06804419511593,6.0,1.0,2.0,3.0,1.0,14,1.0,1.0,14.0,14.0,1.0,14.0,,8,8,8,104.0,38.0,0.0,4.85,4.88,4.95,4.89,4.8,4.71
2614,2614,176.0,37.8,,42.3024,-71.08419,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2615,2615,176.0,37.8,,42.35202267057072,-71.14682203848614,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,12,42,72,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2616,2616,176.0,37.8,,42.35108245213721,-71.14714817597992,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,8,38,68,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2617,2617,176.0,37.8,,42.35333,-71.14647,1.0,1.2,1.0,1.5,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2618,2618,176.0,37.8,,42.34666,-71.15464,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2619,2619,176.0,37.8,,42.34664165047014,-71.15306990735179,1.0,1.2,1.0,1.5,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,19,49,79,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2620,2620,176.0,37.8,,42.34475,-71.15464,1.0,1.2,1.3,1.5,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,19,49,79,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2621,2621,1.0,9.0,,42.301319,-71.1,2.0,1.0,1.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,17,53.0,0.0,0.0,4.91,4.81,4.87,4.89,4.68,4.87
2622,2622,176.0,37.8,,42.326789141480674,-71.05962719339288,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,19,49,79,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2623,2623,176.0,37.8,,42.33006599020487,-71.10241945944978,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2624,2624,100.0,143.0,,42.34264,-71.10107,3.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,60,90,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2625,2625,176.0,37.8,,42.33071,-71.10238,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2626,2626,176.0,37.8,,42.36550420312476,-71.05739028483772,1.0,1.2,3.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2627,2627,14.0,24.0,,42.27782227509606,-71.16008926966893,1.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,90,11.0,7.0,0.0,4.73,4.82,4.91,5.0,5.0,4.91
2628,2628,14.0,24.0,,42.27815194565676,-71.1,4.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,90,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2629,2629,199.0,37.8,,42.35902,-71.06542,4.0,1.0,3.0,3.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,37,37,5.0,3.0,0.0,4.6,4.8,5.0,5.0,4.8,4.4
2630,2630,176.0,37.8,,42.3328855361745,-71.10323582091375,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2631,2631,176.0,37.8,,42.35679714437976,-71.13025428623884,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,16,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2632,2632,176.0,37.8,,42.35812,-71.13125,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,28,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2633,2633,35.2,37.8,,42.3511858,-71.06401699999999,4.0,2.0,2.0,2.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2634,2634,1.0,1.0,,42.335234,-71.054872,6.0,1.2,3.0,3.0,3.0,365,3.0,3.0,365.0,365.0,3.0,365.0,,17,34,52,47.0,27.0,1.0,4.96,4.94,4.96,5.0,4.7,4.83
2635,2635,2.0,2.0,,42.297686,-71.113484,7.0,1.0,3.0,1.5,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,19,49,79,51.0,27.0,2.0,4.98,4.96,5.0,5.0,4.82,4.73
2636,2636,176.0,37.8,,42.329997708189666,-71.08875422585496,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2637,2637,20.0,30.0,,42.30897348485218,-71.10486996255928,4.0,1.0,2.0,2.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,19,49,79,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2638,2638,35.2,37.8,,42.3469948,-71.1452694,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,34.7,1125.0,,0,0,18,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2639,2639,35.2,37.8,,42.34777380000001,-71.1460998,2.0,1.0,0.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,36.6,1125.0,,13,13,13,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2640,2640,30.0,73.0,,42.36517738844505,-71.05263340741818,3.0,1.0,1.0,2.0,1.0,365,1.0,4.0,365.0,365.0,3.4,365.0,,16,46,76,91.0,36.0,2.0,4.84,4.88,4.98,4.89,4.96,4.71
2641,2641,30.0,73.0,,42.36726277067371,-71.05232351801394,2.0,1.0,0.0,1.0,1.0,365,1.0,4.0,365.0,365.0,3.5,365.0,,27,54,84,125.0,7.4,0.3,4.9,4.93,4.93,4.93,4.98,4.78
2642,2642,35.2,37.8,,42.34777380000001,-71.1460998,4.0,2.0,2.0,2.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.3,1125.0,,6,36,66,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2643,2643,176.0,37.8,,42.32751949212821,-71.09000381442003,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2644,2644,3.0,3.0,,42.28793,-71.13991,2.0,1.0,1.0,1.0,1.0,730,1.0,1.0,730.0,730.0,1.0,730.0,,30,60,90,10.0,2.0,0.0,5.0,4.7,5.0,5.0,4.9,4.6
2645,2645,3.0,3.0,,42.28793,-71.13992,2.0,1.0,1.0,1.0,1.0,730,1.0,1.0,730.0,730.0,1.0,730.0,,30,60,90,4.0,1.0,0.0,4.75,5.0,5.0,4.75,5.0,5.0
2646,2646,3.0,3.0,,42.28544,-71.0721,1.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,27,57,87,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2647,2647,3.0,3.0,,42.2837,-71.07307,1.0,1.2,1.3,1.5,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,27,57,87,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2648,2648,176.0,37.8,,42.31122,-71.06097,1.0,1.2,3.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2649,2649,5.0,5.0,,42.2778739,-71.0824847,1.0,1.0,1.0,1.0,30.0,180,30.0,30.0,180.0,180.0,30.0,180.0,,0,0,21,4.0,1.0,0.0,5.0,4.75,5.0,5.0,4.25,4.75
2650,2650,5.0,5.0,,42.27865667330715,-71.08178761407363,4.0,1.2,2.0,1.5,30.0,180,30.0,30.0,180.0,180.0,30.0,180.0,,0,0,0,2.0,1.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2651,2651,35.2,37.8,,42.3522851,-71.05910879999999,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2652,2652,75.0,78.0,,42.35730177094459,-71.05326282459265,2.0,1.0,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,20,47,77,81.0,43.0,2.0,4.68,4.74,4.84,4.91,4.79,4.62
2653,2653,75.0,78.0,,42.3486,-71.08625,2.0,1.0,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,30,58,88,54.0,7.4,0.3,4.67,4.7,4.72,4.89,4.93,4.56
2654,2654,75.0,78.0,,42.348301150228934,-71.08446960340625,2.0,1.0,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,25,55,85,61.0,7.4,2.0,4.72,4.62,4.82,4.87,4.98,4.62
2655,2655,75.0,78.0,,42.35106434619906,-71.0819839547802,2.0,1.0,1.0,1.0,11.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,30,60,90,71.0,43.0,0.0,4.69,4.77,4.77,4.85,4.99,4.65
2656,2656,75.0,78.0,,42.34819947769173,-71.08644007542718,2.0,1.2,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,30,60,90,65.0,37.0,1.0,4.78,4.78,4.72,4.95,4.95,4.62
2657,2657,75.0,78.0,,42.34870643018961,-71.08644605772977,2.0,1.0,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,26,56,86,49.0,38.0,1.0,4.59,4.63,4.73,4.8,4.98,4.39
2658,2658,75.0,78.0,,42.34844,-71.08605,2.0,1.0,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,3.0,365.0,,29,59,89,77.0,7.4,2.0,4.74,4.75,4.87,4.91,4.96,4.53
2659,2659,6.0,7.0,,42.30271148580186,-71.06850565262005,1.0,1.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,28,58,88,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2660,2660,33.0,48.0,,42.3,-71.15987,2.8,2.0,1.3,1.5,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2661,2661,6.0,7.0,,42.35815044523372,-71.06948156569145,4.0,2.0,2.0,2.0,29.0,120,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2662,2662,7.0,7.0,,42.2958734,-71.08054650000001,3.0,1.0,1.0,2.0,1.0,28,1.0,2.0,28.0,28.0,1.5,28.0,,21,51,81,109.0,7.4,0.3,4.91,4.91,4.97,4.94,4.61,4.79
2663,2663,3.0,3.0,,42.359362,-71.0682975,2.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,60,90,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2664,2664,3.0,3.0,,42.359362,-71.0682975,2.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,15,45,75,2.0,1.0,0.0,4.5,4.5,5.0,5.0,5.0,4.5
2665,2665,1.0,1.0,,42.32289973146069,-71.11363270178217,5.0,1.0,2.0,3.0,29.0,183,29.0,29.0,183.0,183.0,29.0,183.0,,12,33,38,6.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,4.83
2666,2666,1.0,1.0,,42.3117713,-71.11527120000001,3.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,11,31,58,57.0,7.4,2.0,4.79,4.89,4.88,4.91,4.91,4.7
2667,2667,10.0,32.0,,42.35647,-71.13576,6.0,1.0,2.0,3.0,2.0,365,1.0,2.0,365.0,365.0,1.3,365.0,,23,49,79,12.0,1.0,0.0,4.25,4.5,4.75,4.58,4.8,4.17
2668,2668,35.2,37.8,,42.34777380000001,-71.1460998,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,40.0,1125.0,,0,30,60,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2669,2669,75.0,78.0,,42.33287,-71.09857,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,4.0,0.0,0.0,4.75,5.0,5.0,5.0,4.75,4.25
2670,2670,75.0,78.0,,42.331554054259264,-71.09869749195016,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,8.0,0.0,0.0,4.75,5.0,4.63,4.88,4.75,4.5
2671,2671,75.0,78.0,,42.33238913992304,-71.10074118946933,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,19.0,0.0,0.0,4.79,4.95,4.9,4.68,4.79,4.58
2672,2672,75.0,78.0,,42.33107906800154,-71.10018509120489,4.0,2.0,2.0,2.0,1.0,365,1.0,4.0,365.0,365.0,2.9,365.0,,8,27,57,75.0,7.4,0.3,4.88,4.87,4.76,4.91,4.77,4.68
2673,2673,1.0,1.0,,42.27294408892755,-71.0991840898128,4.0,1.0,2.0,2.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,30,39,69,40.0,25.0,0.0,4.85,4.9,4.88,4.95,4.65,4.68
2674,2674,12.0,15.0,,42.35044,-71.14829,5.0,1.0,2.0,1.5,5.0,365,1.0,6.0,365.0,365.0,5.1,365.0,,8,32,62,30.0,23.0,1.0,4.97,5.0,5.0,5.0,4.9,4.77
2675,2675,79.0,135.0,,42.34671938164582,-71.10177411892872,4.0,2.0,2.0,2.0,29.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,0,0,0,7.0,0.0,0.0,5.0,5.0,4.9,5.0,5.0,4.86
2676,2676,1.0,1.0,,42.31355842721171,-71.08467057133451,2.8,2.0,1.3,1.5,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,24,47,77,23.0,7.4,0.3,4.86,4.86,4.92,4.96,4.51,4.8
2677,2677,176.0,37.8,,42.363403442868865,-71.05565225223148,1.0,1.2,2.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,18,48,78,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2678,2678,176.0,37.8,,42.32478698649999,-71.05966072571948,1.0,1.2,1.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2679,2679,176.0,37.8,,42.341981641669314,-71.09434301964215,1.0,1.2,3.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2680,2680,176.0,37.8,,42.35722,-71.13168,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,16,46,1.0,1.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2681,2681,176.0,37.8,,42.35305397842389,-71.15947786771747,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,13,43,73,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2682,2682,176.0,37.8,,42.34925639435592,-71.1472120916941,1.0,1.2,1.3,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2683,2683,20.0,30.0,,42.31059,-71.1056,4.0,1.0,2.0,2.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,30,60,85,3.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2684,2684,2.0,3.0,,42.38353,-71.01702,6.0,2.0,3.0,3.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,0,18,48,3.0,1.0,0.0,5.0,5.0,5.0,5.0,4.67,4.67
2685,2685,1.0,1.0,,42.28842855280418,-71.08932835489816,3.0,1.0,1.0,2.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,25,55,85,23.0,7.4,0.3,4.71,4.79,4.85,4.86,4.2,4.64
2686,2686,82.0,115.0,,42.34183,-71.0558,4.0,1.0,1.0,1.5,2.0,365,1.0,7.0,365.0,365.0,5.1,365.0,,10,10,10,23.0,10.0,0.0,4.39,4.57,4.9,4.74,4.78,4.3
2687,2687,1.0,1.0,,42.302495,-71.08192269999999,4.0,1.0,1.0,2.0,29.0,730,29.0,29.0,730.0,730.0,29.0,730.0,,0,0,0,4.0,1.0,0.0,4.8,4.5,4.75,4.9,4.8,4.5
2688,2688,1.0,3.0,,42.3174703,-71.0801929,4.0,1.0,2.0,2.0,1.0,30,1.0,1.0,30.0,30.0,1.0,30.0,,30,60,90,63.0,32.0,1.0,4.95,4.97,4.98,5.0,4.48,4.84
2689,2689,25.0,26.0,,42.31921,-71.05955,2.0,1.0,0.0,1.0,31.0,365,31.0,31.0,365.0,365.0,31.0,365.0,,19,49,79,4.0,3.0,0.0,4.75,4.75,4.9,5.0,4.75,4.5
2690,2690,3.0,4.0,,42.32405,-71.06407,1.0,1.0,1.0,1.0,29.0,60,29.0,29.0,60.0,60.0,29.0,60.0,,10,40,70,19.0,1.0,1.0,4.79,4.63,4.95,4.84,4.68,4.79
2691,2691,2.0,6.0,,42.3,-71.15057809070238,1.0,1.5,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,17,30,30,39.0,36.0,0.3,4.95,4.97,4.92,5.0,4.95,4.92
2692,2692,6.0,7.0,,42.302460967184984,-71.06631313383025,1.0,1.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,28,58,88,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
2693,2693,176.0,37.8,,42.36579609713881,-71.0554617416733,1.0,1.2,3.0,1.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,15,45,75,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2694,2694,6.0,7.0,,42.33033,-71.07118,5.0,1.0,2.0,2.0,3.0,365,3.0,3.0,365.0,365.0,3.0,365.0,,30,60,90,13.0,8.0,0.0,4.69,4.77,5.0,4.9,4.8,4.46
2695,2695,35.2,37.8,,42.3472723,-71.10130939999999,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.8,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
2696,2696,35.2,37.8,,42.3475057,-71.1010258,2.0,1.0,0.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,34.7,1125.0,,0,0,0,2.0,1.0,0.0,5.0,4.5,5.0,5.0,4.5,4.5
2697,2697,33.0,155.0,,42.340777042944055,-71.07881575156476,2.0,1.0,0.0,1.0,1.0,14,1.0,5.0,14.0,14.0,4.1,14.0,,30,60,90,6.0,5.0,0.0,4.83,4.67,5.0,5.0,4.83,4.5
2698,2698,20.0,29.0,,42.31909695304579,-71.05518899346905,2.0,1.0,1.0,1.0,29.0,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,,3,33,63,1.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
