,Unnamed: 0,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1010,1010,12.0,16.0,,42.34509,-71.096,2.0,1.0,0.0,1.0,32.0,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,29,59,89,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1011,1011,22.0,29.0,,42.34647,-71.09366,2.0,1.0,0.0,1.0,32.0,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,29,59,89,4.0,1.0,0.0,4.25,4.5,4.9,4.75,4.75,4.0
1012,1012,1.0,1.0,,42.33176,-71.04427,6.0,2.0,1.3,3.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,14,42,72,23.0,4.0,0.0,4.52,4.64,4.69,4.9,4.7,4.49
1013,1013,3.0,3.0,,42.33451,-71.02733,2.0,1.0,0.0,1.0,2.0,10,2.0,3.0,10.0,10.0,2.0,10.0,,18,46,73,23.0,7.4,0.0,4.96,4.97,4.97,4.96,4.88,4.89
1014,1014,5.0,13.0,,42.37376,-71.03123,5.0,1.0,1.0,3.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,88.0,0.0,0.0,4.69,4.82,4.81,4.63,4.92,4.64
1015,1015,2.0,10.0,,42.35385,-71.06031,2.0,1.5,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1016,1016,16.0,18.0,,42.35198,-71.07777,2.0,1.0,0.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,28,58,88,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
1017,1017,1.0,1.0,,42.35803,-71.15106,2.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,4.9,4.8,5.0
1018,1018,1.0,1.0,,42.35685,-71.0607,6.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
1019,1019,3.0,3.0,,42.31455,-71.09906,2.0,2.0,1.0,1.0,1.0,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,23.0,37.0,0.0,4.69,4.77,4.81,4.89,4.74,4.7
1020,1020,2.0,2.0,,42.32105,-71.11201,1.0,1.0,0.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,14,44,74,1.0,0.0,0.0,5.0,5.0,4.9,5.0,5.0,5.0
1021,1021,2.0,9.0,,42.34508,-71.07953,5.0,1.2,2.0,1.5,13.6,730,12.7,13.1,730.0,730.0,14.5,730.0,,0,0,0,17.0,0.0,0.0,4.35,4.88,4.71,4.71,5.0,4.65
1022,1022,7.0,19.0,,42.32888,-71.08723,6.0,2.0,2.0,3.0,29.0,1125,29.0,30.0,1125.0,1125.0,29.2,1125.0,,17,28,52,81.0,0.0,0.0,4.68,4.69,4.88,4.91,4.4,4.59
1023,1023,1.0,1.0,,42.35152,-71.08606,4.0,1.0,0.0,2.0,1.0,1125,1.0,2.0,2.0,1125.0,2.0,819.1,,12,34,61,23.0,7.4,0.3,4.96,4.98,4.96,4.98,4.99,4.86
1024,1024,35.2,37.8,,42.34114,-71.04959,4.0,2.0,2.0,2.0,32.0,1125,31.0,13.1,1125.0,1125.0,45.1,1125.0,,16,16,16,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1025,1025,2.0,2.0,,42.3544,-71.06039,4.0,1.0,1.0,2.0,2.0,30,1.0,30.0,1125.0,1125.0,2.7,1125.0,,7,28,51,23.0,7.4,0.3,4.98,4.98,4.98,4.99,4.92,4.83
1026,1026,2.0,9.0,,42.36629,-71.03919,2.0,1.2,1.3,1.5,13.6,730,12.7,13.1,730.0,730.0,14.5,730.0,,0,0,0,23.0,0.0,0.0,4.52,4.61,4.9,4.9,4.61,4.35
1027,1027,3.0,4.0,,42.34867,-71.06685,4.0,1.5,2.0,2.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,15,43,62,23.0,7.4,1.0,4.8,4.89,4.92,4.82,4.96,4.73
1028,1028,3.0,3.0,,42.35188,-71.15245,1.0,1.5,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,29,41,41,14.0,2.0,0.0,5.0,5.0,5.0,4.93,4.79,4.79
1029,1029,4.0,5.0,,42.27852,-71.08658,2.0,1.0,1.0,1.0,2.0,28,2.0,2.0,28.0,28.0,2.0,28.0,,0,0,0,84.0,6.0,0.0,4.77,4.82,4.87,4.88,4.57,4.76
1030,1030,1.0,1.0,,42.32243,-71.08024,1.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1031,1031,3.0,7.0,,42.28795,-71.05406,2.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,12,29,59,72.0,4.0,1.0,4.68,4.86,4.92,4.92,4.82,4.74
1032,1032,5.0,5.0,,42.35006,-71.07858,2.0,1.0,1.0,1.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,21,47,77,84.0,0.0,0.0,4.76,4.79,4.88,4.85,4.9,4.75
1033,1033,13.0,20.0,,42.3225,-71.05734,1.0,1.0,1.0,1.0,1.0,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,,26,56,86,140.0,42.0,1.0,4.85,4.88,4.91,4.96,4.66,4.7
1034,1034,3.0,3.0,,42.35398,-71.15464,1.0,1.5,1.0,1.0,29.0,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,27.0,3.0,1.0,4.85,4.96,4.89,4.81,4.81,4.85
1035,1035,3.0,3.0,,42.35227,-71.15464,1.0,1.2,1.3,1.5,29.0,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,,11,11,11,27.0,3.0,0.0,4.81,4.89,4.85,4.85,4.81,4.89
1036,1036,6.0,9.0,,42.3452,-71.07911,2.0,1.2,1.3,1.5,1.0,1125,2.0,4.0,1125.0,1125.0,2.0,1125.0,,30,58,88,64.0,4.0,0.0,4.8,4.8,4.61,4.9,4.84,4.19
1037,1037,8.0,9.0,,42.31031,-71.1027,2.8,2.0,1.3,1.5,2.0,730,1.0,2.0,730.0,730.0,2.0,730.0,,0,0,19,52.0,13.0,0.0,4.94,4.98,5.0,5.0,4.85,4.85
1038,1038,5.0,5.0,,42.35006,-71.07858,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28.0,28.0,1.0,28.0,,21,47,77,90.0,0.0,0.0,4.77,4.83,4.96,4.87,4.97,4.61
1039,1039,5.0,5.0,,42.35006,-71.07858,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28.0,28.0,1.0,28.0,,21,47,77,40.0,1.0,0.0,4.85,4.88,5.0,4.95,5.0,4.73
1040,1040,5.0,5.0,,42.35006,-71.07858,3.0,1.0,1.0,2.0,1.0,28,1.0,1.0,28.0,28.0,1.0,28.0,,21,47,77,10.0,0.0,0.0,4.6,4.7,4.8,4.8,5.0,4.8
1041,1041,6.0,9.0,,42.34458,-71.08019,2.0,1.2,1.3,1.5,1.0,1125,1.0,4.0,1125.0,1125.0,2.0,1125.0,,30,60,90,13.0,1.0,0.0,4.38,4.46,4.69,4.85,4.92,4.15
1042,1042,162.0,226.0,,42.35138367281145,-71.06244390110356,3.0,1.0,1.0,2.0,1.0,300,1.0,3.0,300.0,300.0,2.9,300.0,,25,54,84,105.0,7.4,2.0,4.39,4.36,4.9,4.6,4.83,4.3
1043,1043,1.0,1.0,,42.29379,-71.15963,4.0,1.0,2.0,2.0,1.0,60,1.0,1.0,60.0,60.0,1.0,60.0,,13,43,73,82.0,42.0,1.0,4.9,4.96,4.99,4.95,4.85,4.87
1044,1044,25.0,31.0,,42.30724,-71.06438,1.0,2.0,1.0,1.0,29.0,150,29.0,29.0,1125.0,1125.0,29.0,1125.0,,16,16,16,13.0,2.0,1.0,4.85,4.92,5.0,4.92,4.54,4.77
1045,1045,2.0,2.0,,42.29606,-71.11295,2.0,1.0,1.0,2.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,22,52,48.0,0.0,0.0,4.85,4.96,4.94,5.0,4.9,4.83
1046,1046,2.0,2.0,,42.2979,-71.1115,2.0,1.0,1.0,2.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,22,52,49.0,0.0,0.0,4.88,4.9,4.96,4.96,4.86,4.88
1047,1047,2.0,6.0,,42.27435,-71.09402,2.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,4,34,64,23.0,0.0,0.0,4.85,4.89,4.9,4.91,4.58,4.83
1048,1048,35.2,37.8,,42.34992,-71.06943,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,37.9,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,4.9,5.0,5.0,4.0
1049,1049,35.2,37.8,,42.348633,-71.074088,2.0,1.2,1.0,1.5,32.0,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1050,1050,7.0,16.0,,42.31436,-71.05746,2.8,1.2,1.3,1.5,1.0,100,1.0,1.0,1125.0,1125.0,1.0,1125.0,,5,14,17,51.0,5.0,1.0,4.92,4.92,4.92,5.0,4.82,4.76
1051,1051,1.0,1.0,,42.36195,-71.13171,1.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1052,1052,35.2,37.8,,42.34114,-71.04959,2.0,1.0,1.0,1.0,32.0,1125,31.0,13.1,1125.0,1125.0,34.7,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1053,1053,2.0,2.0,,42.33354,-71.03916,2.8,1.0,3.0,3.0,1.0,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,26,56,80,23.0,45.0,1.0,4.85,4.81,4.92,4.88,4.86,4.71
1054,1054,3.0,7.0,,42.32663,-71.0935,1.0,2.0,1.0,1.0,45.0,180,45.0,45.0,180.0,180.0,45.0,180.0,,21,51,55,15.0,3.0,0.0,5.0,5.0,4.93,5.0,4.67,4.73
1055,1055,5.0,6.0,,42.36083,-71.13546,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
1056,1056,1.0,3.0,,42.34129,-71.08766,2.0,1.0,0.0,1.0,2.0,730,2.0,2.0,730.0,730.0,2.0,730.0,,15,27,27,101.0,36.0,1.0,4.79,4.76,4.8,4.89,4.87,4.63
1057,1057,1.0,1.0,,42.34567,-71.07291,2.8,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,38.0,0.0,0.0,4.61,4.71,4.68,4.66,4.79,4.47
1058,1058,1.0,1.0,,42.34934,-71.06121,1.0,1.2,1.3,1.5,13.6,1120,12.7,13.1,1120.0,1120.0,14.5,1120.0,,0,0,0,25.0,0.0,0.0,4.88,4.96,4.96,4.8,4.92,4.72
1059,1059,16.0,18.0,,42.34622,-71.0904,2.0,1.0,0.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,28,58,88,3.0,0.0,0.0,4.33,5.0,5.0,5.0,5.0,4.67
1060,1060,6.0,7.0,,42.27654,-71.0775,2.0,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,19,6.0,0.0,0.0,4.33,4.33,5.0,4.9,4.83,4.33
1061,1061,5.0,5.0,,42.34383,-71.15546,2.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,1.0,0.0,0.0,4.8,5.0,5.0,5.0,5.0,4.0
1062,1062,5.0,6.0,,42.29204115332207,-71.06699075932218,1.0,1.0,1.0,1.0,31.0,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,0,0,0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.8,5.0
1063,1063,3.0,5.0,,42.28922,-71.06741,4.0,1.0,2.0,2.0,13.6,91,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1064,1064,2.0,3.0,,42.28974,-71.0771,4.0,1.0,3.0,1.5,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,43,63,28.0,10.0,1.0,4.82,4.89,5.0,4.93,4.36,4.75
1065,1065,35.2,37.8,,42.365516,-71.067291,2.0,1.2,1.0,1.5,32.0,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
1066,1066,5.0,5.0,,42.34998,-71.07855,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28.0,28.0,1.0,28.0,,20,46,76,95.0,1.0,0.0,4.78,4.83,4.97,4.92,4.99,4.68
1067,1067,1.0,3.0,,42.3,-71.12521,2.0,1.2,1.0,1.5,29.0,60,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,60.0,0.0,0.0,4.75,4.87,4.93,4.97,4.73,4.8
1068,1068,1.0,2.0,,42.2961,-71.11484,2.0,1.0,2.0,2.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,20.0,0.0,0.0,4.95,5.0,5.0,5.0,4.9,4.95
1069,1069,8.0,10.0,,42.35901,-71.06952,4.0,2.0,2.0,3.0,32.0,90,32.0,32.0,1125.0,1125.0,32.0,1125.0,,30,60,90,57.0,0.0,0.0,4.67,4.68,4.89,4.89,4.98,4.35
